Date,Close,High,Low,Open,Volume,Returns,Volatility_10,Volatility_30,SMA_20,SMA_50,Prev_close,Atr_14,Rolling_Score,Price_SMA_Divergences,Prev_high,Prev_low,BOS_Bullish,BOS_Bearish,BOS,Resistance,Support
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210935,18270500,0.016743822791281504,0.04965314388782295,0.047642532717640636,229.49310226440429,241.69314025878907,236.3260040283203,12.734145028250563,0.10672887664311825,0.047016238788330146,244.25100708007807,232.33999633789065,0,0,0,237.11030120849608,212.01499938964844
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007807,23876700,0.014549519225243168,0.04951001932655762,0.04590879643073176,230.8088523864746,240.2837405395508,240.2830047607422,12.271573747907368,0.09678943186128364,0.0561943549280143,242.6719970703125,235.5919952392578,1,0,1,237.7901512145996,212.01499938964844
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200,0.003097024774383117,0.049349810039890994,0.04566026695320726,231.68695220947265,238.87378021240235,243.7790069580078,12.564646039690292,0.0736759790878867,0.055450012398382015,247.1009979248047,239.2989959716797,0,0,0,238.9774513244629,214.7250061035156
2015-02-22,235.9770050048828,246.3919982910156,233.8509979248047,244.54400634765625,19527000,-0.03499305494022753,0.051551348179751,0.046167955507723284,231.5743522644043,237.97168029785155,244.53399658203125,12.863216945103236,0.05624139391452898,0.019011832257881934,255.32000732421875,243.1840057373047,0,1,-1,239.18830108642578,214.7250061035156
2015-02-23,238.8919982910156,240.10899353027344,232.42100524902344,235.9949951171875,16400000,0.012352870086102197,0.04803195179097451,0.04468207822655808,232.1555519104004,237.4656201171875,235.9770050048828,12.915358407156807,0.08533005146782369,0.02901695145854239,246.3919982910156,233.8509979248047,0,0,0,238.89590072631836,214.7250061035156
2015-02-24,238.7350006103516,239.9010009765625,236.4019927978516,238.9980010986328,14200400,-0.000657191039411642,0.036066172868128035,0.044452790660627156,232.74965209960936,236.7508401489258,238.8919982910156,12.702787126813615,0.08595379211846388,0.025715821513583575,240.10899353027344,232.42100524902344,0,0,0,239.38805084228517,214.7250061035156
2015-02-25,237.47000122070312,239.33999633789065,235.52999877929688,238.88999938964844,11496200,-0.005298759655745333,0.022472461457336425,0.04187985385403258,233.7676025390625,235.77646026611328,238.7350006103516,12.594072614397321,0.08342269710873507,0.015837946068775553,239.9010009765625,236.4019927978516,0,0,0,239.38480072021486,215.33200073242188
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.3370056152344,13619400,-0.00439637150919947,0.022478429275795783,0.041422421024208976,234.47560195922853,234.61824005126954,237.47000122070312,12.513215201241632,0.0661152703067378,0.008318106009841866,239.33999633789065,235.52999877929688,0,0,0,239.74480133056642,215.33200073242188
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900,0.07360446158209011,0.02987901696207626,0.038266329013514386,235.77930221557617,234.02782012939454,236.42599487304688,12.601073128836498,0.07816011257802224,0.07654913109213109,237.7100067138672,234.2570037841797,1,0,1,241.06250228881837,215.33200073242188
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.5200042724609,13949300,0.0017137492852363767,0.02740356415625238,0.03825553321210272,237.3218521118164,233.3049203491211,253.8280029296875,11.231929234095984,-0.011884042673681261,0.07138469646058071,256.65301513671875,236.43600463867188,0,0,0,242.32520217895507,215.33200073242188
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700,0.02335768613570588,0.027724781565823028,0.0378692683526146,239.3264518737793,233.01304046630858,254.26300048828125,9.646216256277905,0.10806770672272403,0.08722622932980195,254.69200134277344,249.47900390625,1,0,1,244.2093521118164,215.33200073242188
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700,0.059446191131697246,0.03212875882125743,0.03813429212400384,242.11800231933594,233.2132406616211,260.2019958496094,10.18114580426897,0.17886791861866125,0.1385771020204676,261.6600036621094,245.93299865722656,1,0,1,246.93405151367188,217.61399841308597
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300,0.02188116997881684,0.03204597128425101,0.03764672190685488,245.2438522338867,233.4913607788086,275.6700134277344,10.479287283761153,0.1563646613185845,0.1486607851068694,276.3009948730469,258.31298828125,1,0,1,250.05355072021484,217.61399841308597
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000,-0.030564161697168357,0.031304902122730134,0.037429919180345585,247.81025238037108,234.43598114013673,281.7019958496094,10.778429303850444,0.1555732583085554,0.1020206301992304,285.7959899902344,268.1610107421875,0,0,0,253.15485076904298,221.26199340820312
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400,0.011300215372570532,0.031317097678794474,0.0361653698815467,249.847802734375,236.39748138427734,273.0920104980469,11.479713439941404,0.1493863634184316,0.10538498241996155,284.2250061035156,268.1260070800781,0,0,0,255.22525024414062,227.6840057373047
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900,-0.012510109338315867,0.032189322197371154,0.036309089587175145,250.61790161132814,237.65506134033203,276.1780090332031,11.464783804757252,0.11873042452066973,0.08820235980713387,281.6669921875,264.7690124511719,0,0,0,256.11524963378906,227.6840057373047
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900,0.012972849702017175,0.03149242746673934,0.03508249417012676,252.68970108032227,239.01834106445312,272.7229919433594,11.149427141462052,0.12974469885397144,0.09328154312197373,277.6080017089844,270.0150146484375,0,0,0,256.7274002075195,229.02200317382807
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900,-0.006902829267430466,0.031679392160776226,0.035074142692324936,254.71525115966796,240.52022125244142,276.260986328125,10.631712777273995,0.16263024823360683,0.07710081220959758,277.85400390625,270.13299560546875,0,0,0,258.6442504882813,232.31399536132807
2015-03-09,289.60699462890625,292.70098876953125,273.8930053710937,274.81201171875,59178200,0.0555960201254011,0.028340906803768832,0.03603319330892649,257.0151008605957,242.1055810546875,274.35400390625,11.425998142787392,0.21229257028571635,0.1268092561844774,277.8580017089844,272.56500244140625,1,0,1,260.9905502319336,232.33999633789065
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800,0.007434264975117566,0.02813063021089956,0.03565285474964366,259.78680114746095,243.64356140136718,289.60699462890625,11.921569824218755,0.22210823306054528,0.12307480009354026,292.70098876953125,273.8930053710937,0,0,0,263.7802001953125,232.42100524902344
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900,0.01583146381445455,0.027958584978621522,0.03536956904768298,262.5916007995605,245.34484130859374,291.760009765625,12.141069684709825,0.24806921412899485,0.12866899360183343,300.04400634765625,289.7430114746094,0,0,0,266.5161499023437,232.42100524902344
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200,-0.006832447344437664,0.023312816459497152,0.03544868831317301,265.12035064697267,246.69398132324218,296.3789978027344,12.228356497628353,0.24501539716184162,0.1102655951832385,297.3909912109375,290.50799560546875,0,0,0,269.01550064086916,232.42100524902344
2015-03-13,285.3370056152344,294.4979858398437,285.3370056152344,294.1180114746094,31421500,-0.03063317696159995,0.0253674775631125,0.036160503386909744,267.16050109863284,247.73260131835937,294.35400390625,11.437925066266741,0.1241352503343578,0.06803589767894232,297.0880126953125,292.4129943847656,0,1,-1,270.9743995666504,232.42100524902344
2015-03-14,281.885009765625,286.3420104980469,280.9760131835937,284.4419860839844,22612300,-0.012097960592830526,0.023361217190315125,0.03636984690525426,269.4559013366699,248.7127215576172,285.3370056152344,11.448853628976009,0.10863558293695519,0.046126688513032865,294.4979858398437,285.3370056152344,0,1,-1,272.97190017700194,232.42100524902344
2015-03-15,286.3930053710937,286.52899169921875,280.9960021972656,281.42498779296875,11970100,0.015992321156832245,0.02358323613146613,0.03500790104225339,271.8309516906738,249.48364166259765,281.885009765625,10.720709664481031,0.10065645129264156,0.053570256035414786,286.3420104980469,280.9760131835937,1,0,1,275.2929000854492,234.2570037841797
2015-03-16,290.5929870605469,294.11199951171875,285.6849975585937,285.6849975585937,21516100,0.014665098695448409,0.023043632064829664,0.03108494937506931,274.4238510131836,250.22114135742189,286.3930053710937,10.037780761718759,0.05413346721051515,0.05892030152505403,286.52899169921875,280.9960021972656,1,0,1,278.00345001220705,234.2570037841797
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200,-0.01750896409855296,0.02409922022965313,0.02618839875100679,276.8256011962891,250.46178161621094,290.5929870605469,9.348924909319205,0.01350011391198458,0.03135332732599792,294.11199951171875,285.6849975585937,0,1,-1,280.6546997070312,234.2570037841797
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000,-0.10229590778743636,0.04138155495704007,0.03288513739348616,277.81925201416016,250.31826171875,285.5050048828125,10.744354248046884,-0.061492092855269465,-0.07746130128733679,292.364990234375,284.3739929199219,0,1,-1,283.0359992980957,236.43600463867188
2015-03-19,260.9280090332031,264.2439880371094,248.6360015869141,255.8800048828125,52732000,0.018060927275961758,0.03660145628581526,0.03221411398615937,278.17425231933595,250.8585220336914,256.29901123046875,10.652211870465965,-0.05521800976618163,-0.06199798558759004,285.33599853515625,249.8699951171875,0,0,0,283.41554794311526,245.93299865722656
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.9559936523437,18456700,0.003146399996537985,0.03640250016376534,0.03161684308310294,278.54855194091795,251.42324188232422,260.9280090332031,10.515998840332037,-0.04023862801313294,-0.0603110621252103,264.2439880371094,248.6360015869141,0,0,0,283.92334747314453,245.93299865722656
2015-03-21,260.0249938964844,262.1960144042969,255.6499938964844,261.6440124511719,17130100,-0.006586459050732407,0.03529701265347562,0.03157697906619529,278.5397018432617,252.09524169921875,261.7489929199219,10.432071140834267,-0.058770486008315914,-0.0664706245617934,264.8479919433594,259.1619873046875,0,0,0,283.9501480102539,248.6360015869141
2015-03-22,267.9599914550781,269.7470092773437,259.5899963378906,259.9169921875,18438100,0.03051628783713256,0.03783722854394091,0.03190900557649364,278.1542007446289,253.10516143798827,260.0249938964844,10.779500688825335,-0.023305701247781974,-0.036649488888754876,262.1960144042969,255.6499938964844,1,0,1,283.62244873046876,248.6360015869141
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900,-0.004552923046751367,0.0370460225940301,0.031944177404148365,277.4061004638672,253.90052124023438,267.9599914550781,10.546930585588724,-0.07895874346485432,-0.038449443655553146,269.7470092773437,259.5899963378906,0,0,0,283.19749908447267,248.6360015869141
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700,-0.07927191192851335,0.04374565537964439,0.0346847233881057,276.03125,254.04784118652344,266.739990234375,11.433429173060821,-0.15822939059402585,-0.11026377911666478,277.2969970703125,261.7449951171875,0,1,-1,282.3363983154297,244.15499877929688
2015-03-25,246.19700622558597,249.19000244140625,236.51499938964844,247.4720001220703,35866900,0.0024512103336413738,0.04295844668485138,0.034629142519765885,274.53219985961914,254.42642120361327,245.59500122070312,11.847143990652897,-0.1693169622314089,-0.10321264189964695,267.00299072265625,244.15499877929688,0,0,0,280.712548828125,236.51499938964844
2015-03-26,248.5319976806641,254.35400390625,244.90499877929688,246.2760009765625,25730000,0.00948423984058766,0.0426022492352543,0.03465588458612275,273.32265014648436,254.8600012207031,246.19700622558597,12.18814304896763,-0.155669722910173,-0.09070105405656644,249.19000244140625,236.51499938964844,0,0,0,279.54984893798826,236.51499938964844
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900,-0.0060474737123686895,0.04267107901326911,0.034661541498154605,271.86105117797854,255.45836151123046,248.5319976806641,12.362216404506139,-0.13425527675468563,-0.09134094094160623,254.35400390625,244.90499877929688,0,0,0,278.49769897460936,236.51499938964844
2015-03-28,252.79800415039065,254.2050018310547,246.9750061035156,246.9750061035156,16040900,0.023353521367486696,0.03033971072990212,0.03485720743954583,270.7832511901855,256.0690014648437,247.0290069580078,12.49535914829799,-0.1031874864130552,-0.06641934817143795,256.8110046386719,245.21299743652344,0,0,0,277.3150489807129,236.51499938964844
2015-03-29,242.71299743652344,253.13900756835935,240.8500061035156,252.7400054931641,21699400,-0.03989353771902249,0.0318056913263517,0.033022140184514284,268.4385513305664,256.36818145751954,252.79800415039065,12.977931431361606,-0.15251771906220923,-0.09583405128111956,254.2050018310547,246.9750061035156,0,1,-1,275.3369499206543,236.51499938964844
2015-03-30,247.5260009765625,249.24200439453125,239.2140045166016,242.8789978027344,23009600,0.019830019780040065,0.03280381226462338,0.03323747223946558,266.22685089111326,256.85046142578125,242.71299743652344,13.092288425990505,-0.14820380395143917,-0.07024404132023258,253.13900756835935,240.8500061035156,0,0,0,272.79684982299807,236.51499938964844
2015-03-31,244.2239990234375,248.72999572753903,242.73899841308597,247.45399475097656,22672000,-0.013340020604290626,0.03290781809773068,0.03300953432367709,263.6191009521484,257.33274139404296,247.5260009765625,12.94943128313336,-0.14458942979412592,-0.07357244546642876,249.24200439453125,239.2140045166016,0,0,0,270.3638000488281,236.51499938964844
2015-04-01,247.27200317382807,247.5410003662109,241.16000366210935,244.22300720214844,22877200,0.012480362956050373,0.03114660595747176,0.031072905534256946,261.26500091552737,257.8814013671875,244.2239990234375,10.85985892159597,-0.03522061210186811,-0.053558638518993736,248.72999572753903,242.73899841308597,0,0,0,267.88644943237307,236.51499938964844
2015-04-02,253.0050048828125,254.46099853515625,245.4160003662109,247.0890045166016,26272600,0.02318500127551526,0.0326424302651581,0.03110999096353017,259.6484008789063,258.55780151367185,247.27200317382807,10.391074044363831,-0.030364713162634893,-0.025586123286744568,247.5410003662109,241.16000366210935,1,0,1,265.88460006713865,236.51499938964844
2015-04-03,254.32200622558597,256.0429992675781,251.8789978027344,253.07400512695312,23146600,0.005205435929551916,0.01951137937722397,0.030703554965048417,258.2702507019043,259.2089614868164,253.0050048828125,10.282359531947534,-0.028374461393278705,-0.015287260013834791,254.46099853515625,245.4160003662109,0,0,0,264.36964950561526,236.51499938964844
2015-04-04,253.69700622558597,255.25799560546875,251.1000061035156,254.2910003662109,12493500,-0.002457514429347607,0.019606986717641346,0.030602189226542356,256.6354507446289,259.5743615722656,254.32200622558597,10.11178588867187,-0.02433607468294985,-0.011449877678695628,256.0429992675781,251.8789978027344,0,0,0,262.80609970092775,236.51499938964844
2015-04-05,260.5979919433594,260.67498779296875,251.94200134277344,253.7610015869141,19649200,0.02720168369522291,0.02099156522754441,0.03100413211560618,255.13570098876954,259.63990112304685,253.69700622558597,10.010069710867743,-0.027474248941946833,0.02140935562299166,255.25799560546875,251.1000061035156,1,0,1,261.1342491149902,236.51499938964844
2015-04-06,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200,-0.0195933495525088,0.02218343263869183,0.031066862672467624,253.63505096435546,260.05324127197264,260.5979919433594,9.415141514369418,-0.042168352146824906,0.00732135965875142,260.67498779296875,251.94200134277344,0,0,0,259.605899810791,236.51499938964844
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400,-0.009049252731916368,0.021326994198216966,0.03108072752461854,253.4791000366211,260.4399810791016,255.49200439453125,8.040284293038502,0.03088414429193498,-0.0011800079801318607,261.7980041503906,254.5749969482422,0,1,-1,258.1293495178223,236.51499938964844
2015-04-08,245.02200317382807,253.8470001220703,244.21499633789065,253.06399536132807,30086400,-0.03222209391719266,0.01980172383023004,0.029548216752142777,252.68379974365234,260.4682211303711,253.17999267578125,7.822927202497206,-0.004772613078329879,-0.030321677042996688,255.80499267578125,252.2050018310547,0,1,-1,257.6095001220703,236.51499938964844
2015-04-09,243.67599487304688,246.1179962158203,239.3999938964844,244.75100708007807,21643500,-0.005493418074075107,0.018734173097861132,0.02945295660809311,251.7801498413086,260.61522094726564,245.02200317382807,7.62785557338169,-0.0195387429101046,-0.03218742610713987,253.8470001220703,244.21499633789065,0,1,-1,256.67300033569336,236.51499938964844
2015-04-10,236.07200622558597,243.69400024414065,232.77099609375,243.69400024414065,28882000,-0.031205325134396333,0.020742608920495707,0.029527421170252557,250.58250045776367,260.5310009765625,243.67599487304688,7.579641069684706,-0.04435511791651425,-0.05790705338828514,246.1179962158203,239.3999938964844,0,1,-1,255.74789962768554,232.77099609375
2015-04-11,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200,0.002033259831241363,0.02011911507054242,0.02957469516568877,249.01210098266603,260.38646087646487,236.07200622558597,7.446212768554681,-0.06426475656667308,-0.05003812658248438,243.69400024414065,232.77099609375,0,0,0,254.23739929199218,232.77099609375
