Date,Close,High,Low,Open,Volume,Returns,Volatility_10,Volatility_30,SMA_20,SMA_50,Prev_close,Atr_14,Rolling_Score,Price_SMA_Divergences,Prev_high,Prev_low,BOS_Bullish,BOS_Bearish,BOS,Resistance,Support
2015-03-16,98.24656677246094,98.28339856937488,97.25213635557212,97.35342204084874,25674100,0.01291087594935525,0.008964805994449094,0.0075319155188327686,99.08168296813963,96.30352325439453,96.9942855834961,1.010881591630935,-0.01749512862795044,-0.008428562885303744,97.7124948771332,96.38657867342768,1,0,1,99.40717711640949,96.38657867342768
2015-03-17,98.40306091308594,98.55959071325358,97.74931260802347,97.97950597001494,19603800,0.001592871341626001,0.009010710556284248,0.007419024059466057,99.07523689270019,96.37589630126953,98.24656677246094,1.0181157777788943,-0.013477343356210758,-0.006784500352416293,98.28339856937488,97.25213635557212,1,0,1,99.40533483750946,96.38657867342768
2015-03-18,99.36988830566406,99.82107244160753,97.62962670972584,98.136055015399,40622200,0.009825176001710734,0.00968018932397426,0.007427164434902744,99.11022644042967,96.49541290283203,98.40306091308594,1.1220317872492893,-0.008816885365117932,0.002619930097631874,98.55959071325358,97.74931260802347,1,0,1,99.46012138377513,96.38657867342768
2015-03-19,99.5172119140625,99.79343977781886,99.32385030194952,99.47117042429726,31314000,0.0014825779812217554,0.009673760702398494,0.007412583548211029,99.12818183898925,96.64292068481446,99.36988830566406,1.1108505734291216,-0.0029522547718741077,0.003924515388622177,99.82107244160753,97.62962670972584,0,0,0,99.48866548220931,96.38657867342768
2015-03-20,100.161376953125,100.65973902686976,100.14292222792,100.33672852752616,31761400,0.0064729007844268605,0.00907482422013385,0.007352299608167458,99.14519729614257,96.77955642700195,99.5172119140625,1.125375685675618,-0.005489282290525144,0.010249408793318995,99.79343977781886,99.32385030194952,1,0,1,99.52783683469154,96.38657867342768
2015-03-23,99.96758270263672,100.38288096026297,99.93066620667636,100.10601780221268,17268500,-0.001934820151074601,0.00910948340489673,0.0072413617678100395,99.14745941162109,96.87658966064453,100.161376953125,1.0787518762415402,-0.002763549429184109,0.00827175296152376,100.65973902686976,100.14292222792,0,1,-1,99.54948240770858,96.38657867342768
2015-03-24,99.60765075683594,100.41979250461308,99.58919603031656,99.95834688951444,22445300,-0.0036004866384679035,0.006394905562467921,0.007251154540330548,99.12804145812987,96.97894744873047,99.96758270263672,1.0716525542564708,-0.0025058501416349577,0.004838280789685989,100.38288096026297,99.93066620667636,0,1,-1,99.56468628851144,96.38657867342768
2015-03-25,97.32809448242188,99.85681412287046,97.29117799351968,99.76452642116509,41581400,-0.022885353254429752,0.01004769147453717,0.008072503374063913,99.00707664489745,97.0554182434082,99.60765075683594,1.203612121847112,-0.027038471485686943,-0.016958203588794754,100.41979250461308,99.58919603031656,0,1,-1,99.54575701677692,96.38657867342768
2015-03-26,96.99586486816406,97.54959818654544,96.20217786341364,96.52518837904437,47846300,-0.0034135016823720887,0.009884562743034115,0.008078959609132685,98.84417915344237,97.12579696655274,97.32809448242188,1.196598272922596,-0.019256025911785213,-0.018699272947666906,99.85681412287046,97.29117799351968,0,1,-1,99.40778363193287,96.20217786341364
2015-03-27,97.38347625732422,97.61419905716173,96.82974294593446,96.97740891755896,33878400,0.003996164060055429,0.009865479763916099,0.007822347668230032,98.72275886535644,97.21424041748047,96.99586486816406,1.2000155127543641,-0.018170645162630117,-0.013566097862589199,97.54959818654544,96.20217786341364,0,0,0,99.27441965342629,96.20217786341364
